['bmh', 'classic', 'dark_background', 'fast', 'fivethirtyeight', 'ggplot', 'grayscale', 'seaborn-bright', 'seaborn-colorblind', 'seaborn-dark-palette', 'seaborn-dark', 'seaborn-darkgrid', 'seaborn-deep', 'seaborn-muted', 'seaborn-notebook', 'seaborn-paper', 'seaborn-pastel', 'seaborn-poster', 'seaborn-talk', 'seaborn-ticks', 'seaborn-white', 'seaborn-whitegrid', 'seaborn', 'Solarize_Light2', '_classic_test']
         828034 function calls (814815 primitive calls) in 2.234 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      143    0.000    0.000    0.003    0.000 markers.py:716(_set_tickup)
      143    0.000    0.000    0.004    0.000 markers.py:722(_set_tickdown)
        1    0.000    0.000    0.000    0.000 markers.py:84(<module>)
        1    0.000    0.000    0.000    0.000 mathtext.py:1062(StixSansFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:1069(StandardPsFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:1252(FontConstantsBase)
        1    0.000    0.000    0.000    0.000 mathtext.py:1288(ComputerModernFontConstants)
        1    0.000    0.000    0.000    0.000 mathtext.py:1299(STIXFontConstants)
        1    0.000    0.000    0.000    0.000 mathtext.py:1308(STIXSansFontConstants)
        1    0.000    0.000    0.000    0.000 mathtext.py:1315(DejaVuSerifFontConstants)
        1    0.000    0.000    0.000    0.000 mathtext.py:1319(DejaVuSansFontConstants)
        1    0.000    0.000    0.000    0.000 mathtext.py:1360(MathTextWarning)
        1    0.000    0.000    0.000    0.000 mathtext.py:1363(Node)
        1    0.000    0.000    0.000    0.000 mathtext.py:1396(Box)
        1    0.000    0.000    0.000    0.000 mathtext.py:1422(Vbox)
        1    0.000    0.000    0.000    0.000 mathtext.py:1429(Hbox)
        1    0.000    0.000    0.000    0.000 mathtext.py:1436(Char)
        1    0.000    0.000    0.000    0.000 mathtext.py:151(MathtextBackendAgg)
        1    0.000    0.000    0.000    0.000 mathtext.py:1514(Accent)
        1    0.000    0.000    0.000    0.000 mathtext.py:1543(List)
        1    0.000    0.000    0.008    0.008 mathtext.py:16(<module>)
        1    0.000    0.000    0.000    0.000 mathtext.py:1604(Hlist)
        1    0.000    0.000    0.000    0.000 mathtext.py:1715(Vlist)
        1    0.000    0.000    0.000    0.000 mathtext.py:1789(Rule)
        1    0.000    0.000    0.000    0.000 mathtext.py:1806(Hrule)
        1    0.000    0.000    0.000    0.000 mathtext.py:1817(Vrule)
        1    0.000    0.000    0.000    0.000 mathtext.py:1826(Glue)
        1    0.000    0.000    0.000    0.000 mathtext.py:1859(GlueSpec)
        8    0.000    0.000    0.000    0.000 mathtext.py:1863(__init__)
        1    0.000    0.000    0.000    0.000 mathtext.py:1895(Fil)
        1    0.000    0.000    0.000    0.000 mathtext.py:1899(Fill)
        1    0.000    0.000    0.000    0.000 mathtext.py:1903(Filll)
        1    0.000    0.000    0.000    0.000 mathtext.py:1907(NegFil)
        1    0.000    0.000    0.000    0.000 mathtext.py:1911(NegFill)
        1    0.000    0.000    0.000    0.000 mathtext.py:1915(NegFilll)
        1    0.000    0.000    0.000    0.000 mathtext.py:1919(SsGlue)
        1    0.000    0.000    0.000    0.000 mathtext.py:1923(HCentered)
        1    0.000    0.000    0.000    0.000 mathtext.py:1932(VCentered)
        1    0.000    0.000    0.000    0.000 mathtext.py:1940(Kern)
        1    0.000    0.000    0.000    0.000 mathtext.py:1969(SubSuperCluster)
        1    0.000    0.000    0.000    0.000 mathtext.py:1983(AutoHeightChar)
        1    0.000    0.000    0.000    0.000 mathtext.py:2020(AutoWidthChar)
        1    0.000    0.000    0.000    0.000 mathtext.py:2046(Ship)
        1    0.000    0.000    0.005    0.005 mathtext.py:2210(Parser)
        1    0.000    0.000    0.000    0.000 mathtext.py:225(MathtextBackendBitmap)
        1    0.000    0.000    0.000    0.000 mathtext.py:231(MathtextBackendPs)
        1    0.000    0.000    0.000    0.000 mathtext.py:2532(State)
        1    0.000    0.000    0.000    0.000 mathtext.py:271(MathtextBackendPdf)
        1    0.000    0.000    0.005    0.005 mathtext.py:2763(<lambda>)
        1    0.000    0.000    0.005    0.005 mathtext.py:2763(<listcomp>)
    10771    0.002    0.000    0.004    0.000 mathtext.py:2764(<genexpr>)
        1    0.000    0.000    0.000    0.000 mathtext.py:299(MathtextBackendSvg)
        1    0.000    0.000    0.000    0.000 mathtext.py:3232(MathTextParser)
        3    0.000    0.000    0.000    0.000 mathtext.py:3255(__init__)
        1    0.000    0.000    0.000    0.000 mathtext.py:328(MathtextBackendPath)
        1    0.000    0.000    0.000    0.000 mathtext.py:356(MathtextBackendCairo)
        1    0.000    0.000    0.000    0.000 mathtext.py:384(Fonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:542(TruetypeFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:647(BakomaFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:759(UnicodeFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:873(DejaVuFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:916(DejaVuSerifFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:931(DejaVuSansFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:946(StixFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:97(MathtextBackend)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:20(memmap)
        1    0.000    0.000    0.001    0.001 message.py:105(Message)
        1    0.000    0.000    0.000    0.000 message.py:1159(EmailMessage)
        1    0.000    0.000    0.002    0.002 message.py:5(<module>)
        1    0.000    0.000    0.000    0.000 message.py:945(MIMEPart)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
       19    0.000    0.000    0.000    0.000 mixins.py:20(_binary_method)
       13    0.000    0.000    0.000    0.000 mixins.py:30(_reflected_binary_method)
       12    0.000    0.000    0.000    0.000 mixins.py:40(_inplace_binary_method)
       12    0.000    0.000    0.000    0.000 mixins.py:48(_numeric_methods)
        4    0.000    0.000    0.000    0.000 mixins.py:55(_unary_method)
        1    0.000    0.000    0.000    0.000 mixins.py:63(NDArrayOperatorsMixin)
        1    0.000    0.000    0.000    0.000 mlab.py:1585(PCA)
        1    0.000    0.000    0.002    0.002 mlab.py:163(<module>)
        1    0.000    0.000    0.000    0.000 mlab.py:2941(FormatObj)
        1    0.000    0.000    0.000    0.000 mlab.py:2959(FormatString)
        1    0.000    0.000    0.000    0.000 mlab.py:2965(FormatFormatStr)
        2    0.000    0.000    0.000    0.000 mlab.py:2966(__init__)
        1    0.000    0.000    0.000    0.000 mlab.py:2975(FormatFloat)
        2    0.000    0.000    0.000    0.000 mlab.py:2976(__init__)
        1    0.000    0.000    0.000    0.000 mlab.py:2993(FormatInt)
        1    0.000    0.000    0.000    0.000 mlab.py:3005(FormatBool)
        1    0.000    0.000    0.000    0.000 mlab.py:3013(FormatPercent)
        1    0.000    0.000    0.000    0.000 mlab.py:3018(FormatThousands)
        1    0.000    0.000    0.000    0.000 mlab.py:3023(FormatMillions)
        1    0.000    0.000    0.000    0.000 mlab.py:3028(FormatDate)
        1    0.000    0.000    0.000    0.000 mlab.py:3045(FormatDatetime)
        1    0.000    0.000    0.000    0.000 mlab.py:3582(GaussianKDE)
        1    0.000    0.000    0.000    0.000 nanfunctions.py:21(<module>)
        1    0.000    0.000    0.000    0.000 nosetester.py:115(NoseTester)
       19    0.000    0.000    0.000    0.000 nosetester.py:157(__init__)
        1    0.000    0.000    0.001    0.001 nosetester.py:5(<module>)
       19    0.000    0.000    0.000    0.000 nosetester.py:554(_numpy_tester)
        1    0.000    0.000    0.000    0.000 nosetester.py:6(<module>)
        1    0.000    0.000    0.002    0.002 npyio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 npyio.py:106(NpzFile)
        1    0.000    0.000    0.000    0.000 npyio.py:42(BagObj)
      276    0.000    0.000    0.001    0.000 ntpath.py:121(splitdrive)
       51    0.000    0.000    0.000    0.000 ntpath.py:199(split)
        1    0.000    0.000    0.000    0.000 ntpath.py:222(splitext)
       26    0.000    0.000    0.000    0.000 ntpath.py:233(basename)
       24    0.000    0.000    0.000    0.000 ntpath.py:240(dirname)
       34    0.000    0.000    0.000    0.000 ntpath.py:308(expanduser)
       51    0.000    0.000    0.000    0.000 ntpath.py:33(_get_bothseps)
        1    0.000    0.000    0.000    0.000 ntpath.py:43(normcase)
       32    0.000    0.000    0.000    0.000 ntpath.py:471(normpath)
       26    0.000    0.000    0.000    0.000 ntpath.py:538(abspath)
       91    0.000    0.000    0.001    0.000 ntpath.py:74(join)
        1    0.000    0.000    0.000    0.000 nturl2path.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.000    0.000 numbers.py:6(<module>)
        1    0.000    0.000    0.006    0.006 numeric.py:1(<module>)
       24    0.000    0.000    0.000    0.000 numeric.py:1459(normalize_axis_tuple)
        1    0.000    0.000    0.000    0.000 numeric.py:146(ones)
       48    0.000    0.000    0.000    0.000 numeric.py:1506(<genexpr>)
       12    0.000    0.000    0.000    0.000 numeric.py:1515(moveaxis)
       12    0.000    0.000    0.000    0.000 numeric.py:1577(<listcomp>)
        4    0.000    0.000    0.000    0.000 numeric.py:1591(cross)
       60    0.000    0.000    0.000    0.000 numeric.py:1917(isscalar)
      152    0.000    0.000    0.001    0.000 numeric.py:193(ones_like)
     1469    0.003    0.000    0.015    0.000 numeric.py:2157(identity)
       48    0.000    0.000    0.002    0.000 numeric.py:2260(isclose)
       48    0.000    0.000    0.001    0.000 numeric.py:2319(within_tol)
      126    0.000    0.000    0.001    0.000 numeric.py:2460(seterr)
      126    0.000    0.000    0.000    0.000 numeric.py:2560(geterr)
        1    0.000    0.000    0.000    0.000 numeric.py:2785(_unspecified)
        1    0.000    0.000    0.000    0.000 numeric.py:2790(errstate)
       63    0.000    0.000    0.000    0.000 numeric.py:2853(__init__)
       63    0.000    0.000    0.000    0.000 numeric.py:2857(__enter__)
       63    0.000    0.000    0.000    0.000 numeric.py:2862(__exit__)
        1    0.000    0.000    0.000    0.000 numeric.py:2868(_setdef)
        4    0.000    0.000    0.000    0.000 numeric.py:2882(extend_all)
        1    0.000    0.000    0.000    0.000 numeric.py:2889(<listcomp>)
     4581    0.002    0.000    0.011    0.000 numeric.py:424(asarray)
     2453    0.001    0.000    0.004    0.000 numeric.py:495(asanyarray)
        1    0.000    0.000    0.000    0.000 numeric.py:72(ComplexWarning)
        1    0.000    0.000    0.000    0.000 numerictypes.py:121(<listcomp>)
       72    0.000    0.000    0.000    0.000 numerictypes.py:128(english_lower)
       38    0.000    0.000    0.000    0.000 numerictypes.py:155(english_upper)
       12    0.000    0.000    0.000    0.000 numerictypes.py:182(english_capitalize)
       23    0.000    0.000    0.000    0.000 numerictypes.py:217(_evalname)
       26    0.000    0.000    0.000    0.000 numerictypes.py:230(bitname)
        1    0.000    0.000    0.000    0.000 numerictypes.py:286(_add_types)
        1    0.000    0.000    0.000    0.000 numerictypes.py:302(_add_aliases)
        1    0.000    0.000    0.000    0.000 numerictypes.py:339(_add_integer_aliases)
        1    0.000    0.000    0.000    0.000 numerictypes.py:380(_set_up_aliases)
        1    0.000    0.000    0.000    0.000 numerictypes.py:429(_construct_char_code_lookup)
       30    0.000    0.000    0.000    0.000 numerictypes.py:444(_add_array_type)
        1    0.000    0.000    0.000    0.000 numerictypes.py:452(_set_array_types)
        1    0.000    0.000    0.000    0.000 numerictypes.py:577(obj2sctype)
        1    0.000    0.000    0.000    0.000 numerictypes.py:762(_typedict)
        1    0.000    0.000    0.000    0.000 numerictypes.py:778(_construct_lookups)
        1    0.000    0.000    0.001    0.001 numerictypes.py:82(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:954(_register_types)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1222(AnchoredText)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1267(OffsetImage)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1369(AnnotationBbox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:139(OffsetBox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:15(<module>)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1611(DraggableBase)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1727(DraggableOffsetBox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1755(DraggableAnnotation)
        1    0.000    0.000    0.000    0.000 offsetbox.py:286(PackerBase)
        1    0.000    0.000    0.000    0.000 offsetbox.py:330(VPacker)
        1    0.000    0.000    0.000    0.000 offsetbox.py:409(HPacker)
        1    0.000    0.000    0.000    0.000 offsetbox.py:488(PaddedBox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:571(DrawingArea)
        1    0.000    0.000    0.000    0.000 offsetbox.py:700(TextArea)
        1    0.000    0.000    0.000    0.000 offsetbox.py:867(AuxTransformBox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:974(AnchoredOffsetbox)
        1    0.000    0.000    0.000    0.000 opcode.py:37(<listcomp>)
      118    0.000    0.000    0.000    0.000 opcode.py:39(def_op)
       12    0.000    0.000    0.000    0.000 opcode.py:43(name_op)
        7    0.000    0.000    0.000    0.000 opcode.py:47(jrel_op)
        1    0.000    0.000    0.000    0.000 opcode.py:5(<module>)
        6    0.000    0.000    0.000    0.000 opcode.py:51(jabs_op)
        1    0.000    0.000    0.000    0.000 os.py:1065(__subclasshook__)
        1    0.000    0.000    0.000    0.000 os.py:195(makedirs)
        1    0.000    0.000    0.000    0.000 os.py:40(_get_exports_list)
        1    0.000    0.000    0.000    0.000 os.py:44(<listcomp>)
       40    0.000    0.000    0.000    0.000 os.py:664(__getitem__)
        3    0.000    0.000    0.000    0.000 os.py:672(__setitem__)
        2    0.000    0.000    0.000    0.000 os.py:678(__delitem__)
        2    0.000    0.000    0.000    0.000 os.py:718(<lambda>)
       48    0.000    0.000    0.000    0.000 os.py:726(check_str)
       45    0.000    0.000    0.000    0.000 os.py:732(encodekey)
        1    0.000    0.000    0.000    0.000 parse.py:118(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:126(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:134(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 parse.py:165(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:195(_NetlocResultMixinBytes)
        1    0.000    0.000    0.002    0.002 parse.py:28(<module>)
        1    0.000    0.000    0.000    0.000 parse.py:300(DefragResult)
        1    0.000    0.000    0.000    0.000 parse.py:308(SplitResult)
        1    0.000    0.000    0.000    0.000 parse.py:313(ParseResult)
        1    0.000    0.000    0.000    0.000 parse.py:319(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:327(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:332(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:338(_fix_result_transcoding)
        1    0.000    0.000    0.000    0.000 parse.py:711(Quoter)
        1    0.000    0.000    0.000    0.000 parser.py:1185(_tzparser)
        1    0.000    0.000    0.000    0.000 parser.py:1187(_result)
        1    0.000    0.000    0.000    0.000 parser.py:1192(_attr)
        1    0.000    0.000    0.000    0.000 parser.py:127(BytesHeaderParser)
        1    0.000    0.000    0.000    0.000 parser.py:17(Parser)
        1    0.000    0.000    0.000    0.000 parser.py:210(_resultbase)
        1    0.000    0.000    0.000    0.000 parser.py:232(parserinfo)
        1    0.000    0.000    0.000    0.000 parser.py:283(__init__)
        1    0.000    0.000    0.004    0.004 parser.py:29(<module>)
        7    0.000    0.000    0.000    0.000 parser.py:298(_convert)
        1    0.000    0.000    0.000    0.000 parser.py:374(_ymd)
        1    0.000    0.000    0.000    0.000 parser.py:48(_timelex)
        1    0.000    0.000    0.000    0.000 parser.py:485(parser)
        1    0.000    0.000    0.000    0.000 parser.py:486(__init__)
        1    0.000    0.000    0.018    0.018 parser.py:5(<module>)
        1    0.000    0.000    0.000    0.000 parser.py:617(_result)
        1    0.000    0.000    0.000    0.000 parser.py:72(HeaderParser)
        1    0.000    0.000    0.000    0.000 parser.py:80(BytesParser)
        1    0.000    0.000    0.000    0.000 patches.py:1006(Wedge)
        1    0.000    0.000    0.000    0.000 patches.py:1097(Arrow)
        1    0.000    0.000    0.000    0.000 patches.py:1164(FancyArrow)
        1    0.000    0.000    0.000    0.000 patches.py:1266(YAArrow)
      884    0.002    0.000    0.008    0.000 patches.py:128(_process_radius)
        1    0.000    0.000    0.000    0.000 patches.py:1370(CirclePolygon)
        1    0.000    0.000    0.000    0.000 patches.py:1398(Ellipse)
      884    0.004    0.000    0.185    0.000 patches.py:140(contains)
        1    0.000    0.000    0.000    0.000 patches.py:1461(Circle)
        1    0.000    0.000    0.000    0.000 patches.py:1501(Arc)
        6    0.000    0.000    0.000    0.000 patches.py:1770(_pprint_table)
        6    0.000    0.000    0.000    0.000 patches.py:1779(<listcomp>)
      204    0.000    0.000    0.000    0.000 patches.py:1785(<genexpr>)
        6    0.000    0.000    0.000    0.000 patches.py:1785(<listcomp>)
        6    0.000    0.000    0.000    0.000 patches.py:1788(<listcomp>)
        6    0.000    0.000    0.000    0.000 patches.py:1792(<listcomp>)
        6    0.000    0.000    0.000    0.000 patches.py:1797(<listcomp>)
        6    0.000    0.000    0.002    0.000 patches.py:1807(_pprint_styles)
       54    0.000    0.000    0.000    0.000 patches.py:1824(<listcomp>)
       54    0.000    0.000    0.000    0.000 patches.py:1832(<listcomp>)
        1    0.000    0.000    0.000    0.000 patches.py:1842(_simpleprint_styles)
        1    0.000    0.000    0.000    0.000 patches.py:1851(_Style)
     1008    0.002    0.000    0.106    0.000 patches.py:186(get_transform)
        1    0.000    0.000    0.001    0.001 patches.py:1907(BoxStyle)
        1    0.000    0.000    0.000    0.000 patches.py:1943(_Base)
       42    0.000    0.000    0.000    0.000 patches.py:200(get_patch_transform)
        1    0.000    0.000    0.000    0.000 patches.py:2007(Square)
        1    0.000    0.000    0.000    0.000 patches.py:2037(Circle)
        1    0.000    0.000    0.000    0.000 patches.py:2060(LArrow)
        1    0.000    0.000    0.000    0.000 patches.py:2098(RArrow)
        1    0.000    0.000    0.000    0.000 patches.py:2117(DArrow)
        1    0.000    0.000    0.000    0.000 patches.py:2168(Round)
      884    0.000    0.000    0.000    0.000 patches.py:218(get_edgecolor)
        1    0.000    0.000    0.000    0.000 patches.py:2231(Round4)
        1    0.000    0.000    0.000    0.000 patches.py:2286(Sawtooth)
        1    0.000    0.000    0.000    0.000 patches.py:2395(Roundtooth)
        1    0.000    0.000    0.000    0.000 patches.py:2430(FancyBboxPatch)
       25    0.000    0.000    0.000    0.000 patches.py:247(set_antialiased)
        1    0.000    0.000    0.000    0.000 patches.py:258(set_aa)
       77    0.000    0.000    0.001    0.000 patches.py:262(_set_edgecolor)
        1    0.000    0.000    0.000    0.000 patches.py:2651(ConnectionStyle)
        1    0.000    0.000    0.000    0.000 patches.py:2693(_Base)
        1    0.000    0.000    0.000    0.000 patches.py:2706(SimpleEvent)
       47    0.000    0.000    0.000    0.000 patches.py:277(set_edgecolor)
        1    0.000    0.000    0.000    0.000 patches.py:2794(Arc3)
        1    0.000    0.000    0.000    0.000 patches.py:2831(Angle3)
        1    0.000    0.000    0.000    0.000 patches.py:2870(Angle)
       77    0.000    0.000    0.000    0.000 patches.py:290(_set_facecolor)
        1    0.000    0.000    0.000    0.000 patches.py:2933(Arc)
       47    0.000    0.000    0.000    0.000 patches.py:297(set_facecolor)
        1    0.000    0.000    0.006    0.006 patches.py:3(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:3028(Bar)
        1    0.000    0.000    0.001    0.001 patches.py:3122(ArrowStyle)
        1    0.000    0.000    0.000    0.000 patches.py:3161(_Base)
        6    0.000    0.000    0.000    0.000 patches.py:324(set_alpha)
        1    0.000    0.000    0.000    0.000 patches.py:3255(_Curve)
        1    0.000    0.000    0.000    0.000 patches.py:3390(Curve)
       45    0.000    0.000    0.000    0.000 patches.py:340(set_linewidth)
        1    0.000    0.000    0.000    0.000 patches.py:3401(CurveA)
        1    0.000    0.000    0.000    0.000 patches.py:3423(CurveB)
        1    0.000    0.000    0.000    0.000 patches.py:3445(CurveAB)
        1    0.000    0.000    0.000    0.000 patches.py:3467(CurveFilledA)
        1    0.000    0.000    0.000    0.000 patches.py:3490(CurveFilledB)
        1    0.000    0.000    0.000    0.000 patches.py:3513(CurveFilledAB)
        1    0.000    0.000    0.000    0.000 patches.py:3536(_Bracket)
        1    0.000    0.000    0.000    0.000 patches.py:3613(BracketAB)
       24    0.000    0.000    0.000    0.000 patches.py:362(set_linestyle)
        1    0.000    0.000    0.000    0.000 patches.py:3650(BracketA)
        1    0.000    0.000    0.000    0.000 patches.py:3676(BracketB)
        1    0.000    0.000    0.000    0.000 patches.py:3702(BarAB)
        1    0.000    0.000    0.000    0.000 patches.py:3732(Simple)
        1    0.000    0.000    0.000    0.000 patches.py:3819(Fancy)
        1    0.000    0.000    0.000    0.000 patches.py:39(Patch)
        1    0.000    0.000    0.000    0.000 patches.py:3922(Wedge)
        1    0.000    0.000    0.000    0.000 patches.py:3979(FancyArrowPatch)
       24    0.000    0.000    0.000    0.000 patches.py:406(set_fill)
       40    0.000    0.000    0.000    0.000 patches.py:426(set_capstyle)
        1    0.000    0.000    0.000    0.000 patches.py:4396(ConnectionPatch)
       24    0.000    0.000    0.000    0.000 patches.py:443(set_joinstyle)
       24    0.000    0.000    0.000    0.000 patches.py:460(set_hatch)
       40    0.001    0.000    0.006    0.000 patches.py:493(draw)
       24    0.000    0.000    0.002    0.000 patches.py:57(__init__)
        1    0.000    0.000    0.000    0.000 patches.py:570(Shadow)
        1    0.000    0.000    0.000    0.000 patches.py:635(Rectangle)
        5    0.000    0.000    0.001    0.000 patches.py:646(__init__)
      894    0.001    0.000    0.001    0.000 patches.py:669(get_path)
      966    0.009    0.000    0.095    0.000 patches.py:675(_update_patch_transform)
      966    0.001    0.000    0.096    0.000 patches.py:691(get_patch_transform)
        1    0.000    0.000    0.000    0.000 patches.py:783(RegularPolygon)
        1    0.000    0.000    0.000    0.000 patches.py:867(PathPatch)
        1    0.000    0.000    0.000    0.000 patches.py:897(Polygon)
        3    0.000    0.000    0.000    0.000 patches.py:904(__init__)
        6    0.000    0.000    0.000    0.000 patches.py:925(get_path)
        9    0.000    0.000    0.000    0.000 patches.py:975(set_xy)
      428    0.001    0.000    0.007    0.000 path.py:105(__init__)
        1    0.000    0.000    0.002    0.002 path.py:13(<module>)
      312    0.001    0.000    0.003    0.000 path.py:170(_fast_from_codes_and_verts)
      428    0.002    0.000    0.005    0.000 path.py:204(_update_values)
     2056    0.000    0.000    0.000    0.000 path.py:214(vertices)
     1364    0.000    0.000    0.000    0.000 path.py:228(codes)
     1200    0.000    0.000    0.000    0.000 path.py:247(simplify_threshold)
      312    0.000    0.000    0.000    0.000 path.py:255(simplify_threshold)
     1512    0.000    0.000    0.000    0.000 path.py:266(should_simplify)
      312    0.000    0.000    0.000    0.000 path.py:273(should_simplify)
        1    0.000    0.000    0.000    0.000 path.py:30(Path)
      884    0.002    0.000    0.074    0.000 path.py:481(contains_point)
       12    0.000    0.000    0.000    0.000 path.py:527(get_extents)
      894    0.000    0.000    0.000    0.000 path.py:632(unit_rectangle)
        1    0.000    0.000    0.004    0.004 pathlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:107(_WindowsFlavour)
       27    0.000    0.000    0.000    0.000 pathlib.py:119(<genexpr>)
       27    0.000    0.000    0.000    0.000 pathlib.py:120(<genexpr>)
        1    0.000    0.000    0.000    0.000 pathlib.py:126(<setcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:127(<setcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:1429(PosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1432(WindowsPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:275(_PosixFlavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:380(_Accessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:385(_NormalAccessor)
       10    0.000    0.000    0.000    0.000 pathlib.py:387(_wrap_strfunc)
        3    0.000    0.000    0.000    0.000 pathlib.py:393(_wrap_binary_strfunc)
        1    0.000    0.000    0.000    0.000 pathlib.py:44(_Flavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:470(_Selector)
        2    0.000    0.000    0.000    0.000 pathlib.py:48(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:495(_TerminatingSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:501(_PreciseSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:517(_WildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:540(_RecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:577(_PathParents)
        1    0.000    0.000    0.000    0.000 pathlib.py:605(PurePath)
        1    0.000    0.000    0.000    0.000 pathlib.py:960(PurePosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:965(PureWindowsPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:973(Path)
        1    0.000    0.000    0.000    0.000 pickle.py:181(<listcomp>)
        1    0.000    0.000    0.000    0.000 pickle.py:184(_Framer)
        1    0.000    0.000    0.000    0.000 pickle.py:220(_Unframer)
        1    0.000    0.000    0.003    0.003 pickle.py:24(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:345(_Pickler)
        1    0.000    0.000    0.000    0.000 pickle.py:64(PickleError)
        1    0.000    0.000    0.000    0.000 pickle.py:68(PicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:75(UnpicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:88(_Stop)
        1    0.000    0.000    0.000    0.000 pickle.py:986(_Unpickler)
        1    0.000    0.000    0.006    0.006 platform.py:10(<module>)
        1    0.000    0.000    0.000    0.000 platform.py:1028(system)
        1    0.000    0.000    0.000    0.000 platform.py:500(win32_ver)
        1    0.000    0.000    0.000    0.000 platform.py:721(_node)
        1    0.000    0.000    0.000    0.000 platform.py:890(uname)
        1    0.000    0.000    0.000    0.000 polar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polar.py:112(InvertedPolarTransform)
        1    0.000    0.000    0.000    0.000 polar.py:161(ThetaFormatter)
        1    0.000    0.000    0.000    0.000 polar.py:184(_AxisWrapper)
        1    0.000    0.000    0.000    0.000 polar.py:207(ThetaLocator)
        1    0.000    0.000    0.000    0.000 polar.py:24(PolarTransform)
        1    0.000    0.000    0.000    0.000 polar.py:247(ThetaTick)
        1    0.000    0.000    0.000    0.000 polar.py:350(ThetaAxis)
        1    0.000    0.000    0.000    0.000 polar.py:395(RadialLocator)
        1    0.000    0.000    0.000    0.000 polar.py:439(_ThetaShift)
        1    0.000    0.000    0.000    0.000 polar.py:488(RadialTick)
        1    0.000    0.000    0.000    0.000 polar.py:672(RadialAxis)
        1    0.000    0.000    0.000    0.000 polar.py:722(_WedgeBbox)
        1    0.000    0.000    0.000    0.000 polar.py:790(PolarAxes)
        1    0.000    0.000    0.000    0.000 polar.py:81(PolarAffine)
        1    0.000    0.000    0.000    0.000 polynomial.py:1606(Polynomial)
        1    0.000    0.000    0.000    0.000 polynomial.py:22(RankWarning)
        1    0.000    0.000    0.004    0.004 polynomial.py:4(<module>)
        1    0.000    0.000    0.001    0.001 polynomial.py:56(<module>)
