['bmh', 'classic', 'dark_background', 'fast', 'fivethirtyeight', 'ggplot', 'grayscale', 'seaborn-bright', 'seaborn-colorblind', 'seaborn-dark-palette', 'seaborn-dark', 'seaborn-darkgrid', 'seaborn-deep', 'seaborn-muted', 'seaborn-notebook', 'seaborn-paper', 'seaborn-pastel', 'seaborn-poster', 'seaborn-talk', 'seaborn-ticks', 'seaborn-white', 'seaborn-whitegrid', 'seaborn', 'Solarize_Light2', '_classic_test']
         828034 function calls (814815 primitive calls) in 2.234 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        8    0.000    0.000    0.000    0.000 windowing.py:23(SetForegroundWindow)
        1    0.000    0.000    0.000    0.000 windowing.py:26(FocusManager)
        8    0.000    0.000    0.000    0.000 windowing.py:27(__init__)
        8    0.000    0.000    0.000    0.000 windowing.py:30(__del__)
        1    0.000    0.000    0.000    0.000 windowing.py:8(<module>)
        1    0.000    0.000    0.000    0.000 wintypes.py:104(_SMALL_RECT)
        1    0.000    0.000    0.000    0.000 wintypes.py:111(_COORD)
        1    0.000    0.000    0.000    0.000 wintypes.py:115(POINT)
        1    0.000    0.000    0.000    0.000 wintypes.py:120(SIZE)
        1    0.000    0.000    0.000    0.000 wintypes.py:128(FILETIME)
        1    0.000    0.000    0.000    0.000 wintypes.py:133(MSG)
        1    0.000    0.000    0.000    0.000 wintypes.py:143(WIN32_FIND_DATAA)
        1    0.000    0.000    0.000    0.000 wintypes.py:155(WIN32_FIND_DATAW)
        1    0.000    0.000    0.001    0.001 wintypes.py:2(<module>)
        1    0.000    0.000    0.000    0.000 wintypes.py:20(VARIANT_BOOL)
        1    0.000    0.000    0.000    0.000 wintypes.py:97(RECT)
        1    0.000    0.000    0.000    0.000 zipfile.py:1034(ZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:1781(PyZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:295(ZipInfo)
        1    0.000    0.000    0.000    0.000 zipfile.py:43(BadZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:47(LargeZipFile)
        1    0.000    0.000    0.013    0.013 zipfile.py:5(<module>)
        1    0.000    0.000    0.000    0.000 zipfile.py:509(_ZipDecrypter)
        1    0.000    0.000    0.000    0.000 zipfile.py:570(LZMACompressor)
        1    0.000    0.000    0.000    0.000 zipfile.py:593(LZMADecompressor)
        1    0.000    0.000    0.000    0.000 zipfile.py:689(_SharedFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:715(_Tellable)
        1    0.000    0.000    0.000    0.000 zipfile.py:735(ZipExtFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:964(_ZipWriteFile)
     3479    0.002    0.000    0.002    0.000 {built-in method __new__ of type object at 0x69E6ACF0}
       64    0.001    0.000    0.001    0.000 {built-in method _codecs.charmap_decode}
        2    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_encode}
       61    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        3    0.000    0.000    0.000    0.000 {built-in method _ctypes.LoadLibrary}
       36    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
       48    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
       15    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
      301    0.001    0.000    0.001    0.000 {built-in method _imp._fix_co_filename}
     1045    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
       18    0.001    0.000    0.001    0.000 {built-in method _imp.create_builtin}
       26    0.032    0.001    0.033    0.001 {built-in method _imp.create_dynamic}
       18    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
       26    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
        1    0.000    0.000    0.000    0.000 {built-in method _imp.extension_suffixes}
      101    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
      338    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
     1618    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
       27    0.000    0.000    0.000    0.000 {built-in method _locale._getdefaultlocale}
       84    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        1    0.000    0.000    0.000    0.000 {built-in method _socket.gethostname}
      124    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
      363    0.000    0.000    0.000    0.000 {built-in method _sre.getlower}
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        3    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
       23    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
      729    0.001    0.000    0.001    0.000 {built-in method _thread.allocate_lock}
     1149    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
       28    0.000    0.000    0.000    0.000 {built-in method _tkinter._flatten}
        1    0.068    0.068    0.068    0.068 {built-in method _tkinter.create}
       57    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        1    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
       30    0.000    0.000    0.000    0.000 {built-in method _winapi.CloseHandle}
       12    0.000    0.000    0.000    0.000 {built-in method _winapi.CreatePipe}
        6    0.006    0.001    0.006    0.001 {built-in method _winapi.CreateProcess}
       18    0.000    0.000    0.000    0.000 {built-in method _winapi.DuplicateHandle}
       36    0.000    0.000    0.000    0.000 {built-in method _winapi.GetCurrentProcess}
        6    0.000    0.000    0.000    0.000 {built-in method _winapi.GetStdHandle}
        2    0.000    0.000    0.000    0.000 {built-in method atexit.register}
1314/1259    0.020    0.000    0.061    0.000 {built-in method builtins.__build_class__}
   370/19    0.000    0.000    0.332    0.017 {built-in method builtins.__import__}
     2828    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
      507    0.000    0.000    0.001    0.000 {built-in method builtins.all}
     1350    0.002    0.000    0.006    0.000 {built-in method builtins.any}
     3696    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
      611    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
       17    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
       24    0.001    0.000    0.001    0.000 {built-in method builtins.dir}
       97    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
       15    0.000    0.000    0.003    0.000 {built-in method builtins.eval}
    331/1    0.009    0.000    2.235    2.235 {built-in method builtins.exec}
    16797    0.007    0.000    0.008    0.000 {built-in method builtins.getattr}
      503    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
10707/10512    0.005    0.000    0.023    0.000 {built-in method builtins.hasattr}
1933/1375    0.001    0.000    0.003    0.000 {built-in method builtins.hash}
    10936    0.002    0.000    0.002    0.000 {built-in method builtins.id}
54102/54098    0.013    0.000    0.023    0.000 {built-in method builtins.isinstance}
 1120/981    0.000    0.000    0.001    0.000 {built-in method builtins.issubclass}
     7994    0.002    0.000    0.002    0.000 {built-in method builtins.iter}
21706/21417    0.003    0.000    0.003    0.000 {built-in method builtins.len}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
      870    0.001    0.000    0.001    0.000 {built-in method builtins.max}
     1582    0.001    0.000    0.001    0.000 {built-in method builtins.min}
      326    0.000    0.000    0.004    0.000 {built-in method builtins.next}
     1576    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
      183    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        9    0.000    0.000    0.000    0.000 {built-in method builtins.round}
     1686    0.001    0.000    0.001    0.000 {built-in method builtins.setattr}
      138    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
       42    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
       18    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
      622    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        1    0.000    0.000    0.000    0.000 {built-in method gc.collect}
       46    0.003    0.000    0.003    0.000 {built-in method io.open}
        1    0.000    0.000    0.000    0.000 {built-in method maketrans}
      301    0.042    0.000    0.042    0.000 {built-in method marshal.loads}
        4    0.000    0.000    0.000    0.000 {built-in method math.acos}
       12    0.000    0.000    0.000    0.000 {built-in method math.atan2}
      112    0.000    0.000    0.000    0.000 {built-in method math.cos}
       12    0.000    0.000    0.000    0.000 {built-in method math.degrees}
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
       36    0.000    0.000    0.000    0.000 {built-in method math.floor}
        3    0.000    0.000    0.000    0.000 {built-in method math.gcd}
       60    0.000    0.000    0.000    0.000 {built-in method math.log10}
        4    0.000    0.000    0.000    0.000 {built-in method math.log}
      224    0.000    0.000    0.000    0.000 {built-in method math.radians}
      112    0.000    0.000    0.000    0.000 {built-in method math.sin}
        7    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
      474    0.001    0.000    0.001    0.000 {built-in method matplotlib._path.affine_transform}
       12    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.get_path_extents}
      884    0.011    0.000    0.013    0.000 {built-in method matplotlib._path.point_in_path}
       12    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.update_path_extents}
        1    0.000    0.000    0.000    0.000 {built-in method matplotlib.backends._tkagg.tkinit}
       12    0.000    0.000    0.000    0.000 {built-in method msvcrt.open_osfhandle}
       26    0.000    0.000    0.000    0.000 {built-in method nt._getfullpathname}
       14    0.001    0.000    0.001    0.000 {built-in method nt._isdir}
        3    0.000    0.000    0.000    0.000 {built-in method nt.access}
       12    0.000    0.000    0.000    0.000 {built-in method nt.close}
     1441    0.000    0.000    0.000    0.000 {built-in method nt.fspath}
      168    0.000    0.000    0.000    0.000 {built-in method nt.getcwd}
       34    0.003    0.000    0.003    0.000 {built-in method nt.listdir}
        1    0.000    0.000    0.000    0.000 {built-in method nt.mkdir}
        5    0.000    0.000    0.000    0.000 {built-in method nt.putenv}
     1542    0.102    0.000    0.102    0.000 {built-in method nt.stat}
      271    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.add_docstring}
       84    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.arange}
    16719    0.033    0.000    0.033    0.000 {built-in method numpy.core.multiarray.array}
      265    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.can_cast}
      479    0.001    0.000    0.001    0.000 {built-in method numpy.core.multiarray.concatenate}
      153    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.copyto}
     6022    0.009    0.000    0.009    0.000 {built-in method numpy.core.multiarray.dot}
      152    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.empty_like}
       35    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.empty}
       96    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.normalize_axis_index}
        4    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.promote_types}
      108    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.result_type}
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.set_string_function}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.set_typeDict}
        6    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.where}
     1611    0.003    0.000    0.003    0.000 {built-in method numpy.core.multiarray.zeros}
      254    0.000    0.000    0.000    0.000 {built-in method numpy.core.umath.geterrobj}
      127    0.000    0.000    0.000    0.000 {built-in method numpy.core.umath.seterrobj}
       69    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        2    0.000    0.000    0.000    0.000 {built-in method sys.getwindowsversion}
        1    0.000    0.000    0.000    0.000 {built-in method time.localtime}
        1    0.000    0.000    0.000    0.000 {built-in method time.time}
        1    0.000    0.000    0.000    0.000 {built-in method utcfromtimestamp}
        1    0.000    0.000    0.000    0.000 {built-in method winreg.CloseKey}
        1    0.000    0.000    0.000    0.000 {built-in method winreg.ConnectRegistry}
        4    0.000    0.000    0.000    0.000 {built-in method winreg.OpenKeyEx}
        1    0.000    0.000    0.000    0.000 {built-in method winreg.OpenKey}
        1    0.000    0.000    0.000    0.000 {built-in method winreg.QueryValueEx}
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x053532B8}
        3    0.000    0.000    0.000    0.000 {function _deprecation_datad.__getitem__ at 0x097CBB70}
        2    0.000    0.000    0.000    0.000 {method 'Close' of 'PyHKEY' objects}
       10    0.000    0.000    0.000    0.000 {method '__array_prepare__' of 'numpy.ndarray' objects}
      145    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
       56    0.000    0.000    0.000    0.000 {method '__deepcopy__' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {method '__prepare__' of 'type' objects}
      433    0.000    0.000    0.000    0.000 {method '__reduce_ex__' of 'object' objects}
      118    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
       26    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
        3    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
